Ticker,Company,Industry,MarketCap
BPYPM,Brookfield Property Partners L.P. 6.25% Class A Cumulative Redeemable Preferred Units Series 1,Finance,14349397276
BPYPN,Brookfield Property Partners L.P. 5.750% Class A Cumulative Redeemable Perpetual Preferred Units Series 3,Finance,12528682295
BPYPO,Brookfield Property Partners L.P. 6.375% Class A Cumulative Redeemable Perpetual Preferred Units Series 2,Finance,13267784416
BPYPP,Brookfield Property Partners L.P. 6.50% Class A Cumulative Redeemable Perpetual Preferred Units,Finance,13515654030
EG,Everest Group Ltd. Common Stock,Finance,15693200527
ESGR,Enstar Group Limited Ordinary Shares,Finance,4980867270
ESGRO,Enstar Group Limited Depository Shares 7.00% Perpetual Non-Cumulative Preference Shares Series E,Finance,311342284
ESGRP,Enstar Group Limited Depositary Shares Each Representing 1/1000th of an interest in Preference Shares,Finance,312256205
ESNT,Essent Group Ltd. Common Shares,Finance,6113628166
FIHL,Fidelis Insurance Holdings Limited Common Shares,Finance,1943235146
FRO,Frontline Plc Ordinary Shares,Consumer Discretionary,3561966224
G,Genpact Limited Common Stock,Consumer Discretionary,8176108431
GLNG,Golar Lng Ltd,Consumer Discretionary,4169666131
GOGL,Golden Ocean Group Limited Common Stock,Consumer Discretionary,1774695525
GPRK,Geopark Ltd Common Shares,Energy,513992661
HELE,Helen of Troy Limited Common Stock,Consumer Discretionary,1525620578
HG,Hamilton Insurance Group Ltd. Class B Common Shares,,1221668415
IBEX,IBEX Limited Common Shares,Technology,373687570
JRVR,James River Group Holdings Ltd. Common Shares,Finance,185364428
KOS,Kosmos Energy Ltd. Common Shares (DE),Energy,1618601496
LAZ,Lazard Inc. Common Stock,Finance,6078092305
MHLA,Maiden Holdings Ltd. 6.625% Notes due 2046,Finance,1427239968
MHLD,Maiden Holdings Ltd.,Finance,106273261
MHNC,Maiden Holdings North America Ltd. 7.75% Notes due 2043,Finance,1697849433
NAT,Nordic American Tankers Limited Common Stock,Consumer Discretionary,547046683
NBR,Nabors Industries Ltd.,Energy,670396922
NTB,Bank of N.T. Butterfield & Son Limited (The) Voting Ordinary Shares,Finance,1712471491
RNR,RenaissanceRe Holdings Ltd. Common Stock,Finance,13297667279
RNR^F,RenaissanceRe Holdings Ltd. Depositary Shares each Representing a 1/1000th Interest in a 5.750% Series F Preference Share,,
RNR^G,RenaissanceRe Holdings Ltd. Depositary Shares each representing a 1/1000th interest in a share of 4.20% Series G Preference Shares,,
SEAL^A,Seapeak LLC 9.00% Series A Cumulative Redeemable Perpetual Preferred Units,,
SEAL^B,Seapeak LLC 8.50% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,,
SFL,SFL Corporation Ltd,Consumer Discretionary,1515384000
SIG,Signet Jewelers Limited Common Shares,Consumer Discretionary,2629054949
SPNT,SiriusPoint Ltd. Common Shares,Finance,2353544246
SPNT^B,SiriusPoint Ltd. 8.00% Resettable Fixed Rate Preference Shares Series B $25.00 liquidation preference per share,,
TK,Teekay Corporation Ltd. Common Stock,Consumer Discretionary,623392347
TNK,Teekay Tankers Ltd.,Consumer Discretionary,1365088044
ABEV,Ambev S.A. American Depositary Shares (Each representing 1 Common Share),Consumer Staples,28199361578
AFYA,Afya Limited Class A Common Shares,Real Estate,1472470909
AZUL,Azul S.A. American Depositary Shares (each representing three preferred shares),Consumer Discretionary,257408944
BAK,Braskem SA ADR,Industrials,2186076276
BBD,Banco Bradesco Sa American Depositary Shares,Finance,20539388540
BBDO,Banco Bradesco Sa American Depositary Shares (each representing one Common Share),Finance,19368749815
BRFS,BRF S.A.,Consumer Staples,6211027448
BSBR,Banco Santander Brasil SA American Depositary Shares each representing one unit,Finance,31704961750
CIG,Comp En De Mn Cemig ADS American Depositary Shares,Utilities,5093970244
CSAN,Cosan S.A. ADS,Consumer Discretionary,2396722104
EBR,Centrais Electricas Brasileiras S A American Depositary Shares (Each representing one Common Share),Utilities,13295220549
ELP,Companhia Paranaense de Energia (COPEL) American Depositary Shares (each representing one Unit consisting one Common Share and four non-voting Class B Preferred Shares),Utilities,2031792656
ELPC,Companhia Paranaense de Energia (COPEL) American Depositary Shares (each representing four (4) Common Shares),Utilities,1823737088
ERJ,Embraer S.A. Common Stock,Industrials,7564881340
GGB,Gerdau S.A. Common Stock,Industrials,6177850218
INTR,Inter & Co. Inc. Class A Common Shares,Finance,2181031808
ITUB,Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares),Finance,53610740630
LND,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil),Consumer Staples,394294157
LVRO,Lavoro Limited Class A Ordinary Shares,Consumer Discretionary,451670702
LVROW,Lavoro Limited Warrant,Consumer Discretionary,15159083
PBR,Petroleo Brasileiro S.A.- Petrobras Common Stock,Energy,88834042304
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares),Utilities,10710599647
SID,Companhia Siderurgica Nacional S.A. Common Stock,Industrials,1949358102
STNE,StoneCo Ltd. Class A Common Shares,Technology,2684654700
SUZ,Suzano S.A. American Depositary Shares (each representing One Ordinary Share),Basic Materials,13927976128
TIMB,TIM S.A. American Depositary Shares (Each representing 5 Common Shares) ,Telecommunications,6163368002
UGP,Ultrapar Participacoes S.A. (New) American Depositary Shares (Each representing one Common Share),Utilities,2996129584
VALE,VALE S.A.  American Depositary Shares Each Representing one common share,Basic Materials,38344600000
VINP,Vinci Partners Investments Ltd. Class A Common Shares,Finance,655146236
VIV,Telefonica Brasil S.A. American Depositary Shares (Each representing One Common Share),Telecommunications,14047001060
VSTA,Vasta Platform Limited Class A Ordinary Shares,Real Estate,214655923
XP,XP Inc. Class A Common Stock,Finance,7028017695
ZENV,Zenvia Inc. Class A Common Stock,Technology,102616952
CRML,Critical Metals Corp. Ordinary Shares,Basic Materials,644963529
CRMLW,Critical Metals Corp. Warrants,Basic Materials,37191990
ABCL,AbCellera Biologics Inc. Common Shares,Health Care,1025436051
ABUS,Arbutus Biopharma Corporation Common Stock,Health Care,629112394
ABVE,Above Food Ingredients Inc. Common Stock,Consumer Staples,12834607
ABVEW,Above Food Ingredients Inc. Warrants,Consumer Staples,831358
ACB,Aurora Cannabis Inc. Common Shares,Health Care,211537207
ACOG,Alpha Cognition Inc. Common Stock,,101729897
ADUR,Aduro Clean Technologies Inc. Common Stock,,160958989
AEM,Agnico Eagle Mines Limited Common Stock,Basic Materials,45141557042
AG,First Majestic Silver Corp. Ordinary Shares (Canada),Basic Materials,1695031655
AGI,Alamos Gold Inc. Class A Common Shares,Basic Materials,8646183775
AGRI,AgriFORCE  Growing Systems Ltd. Common Shares,Industrials,4139290
ANY,Sphere 3D Corp. Common Shares,Finance,21002499
APT,Alpha Pro Tech Ltd. Common Stock,Health Care,59612954
APTO,Aptose Biosciences Inc. Common Shares,Health Care,12818592
ASM,Avino Silver & Gold Mines Ltd. Common Shares (Canada),Basic Materials,155370522
ASTL,Algoma Steel Group Inc. Common Shares,Industrials,921489187
ASTLW,Algoma Steel Group Inc. Warrant,Industrials,148867393
ATS,ATS Corporation Common Shares,Industrials,2757600694
AUPH,Aurinia Pharmaceuticals Inc Ordinary Shares,Health Care,1143927792
AZ,A2Z Cust2Mate Solutions Corp. Common Shares,Industrials,162325141
BB,BlackBerry Limited Common Stock,Technology,2466901944
BCAN,Femto Technologies Inc. Common Stock,Technology,2593847
BCE,BCE Inc. Common Stock,Telecommunications,21466021414
BCTX,BriaCell Therapeutics Corp. Common Shares,Health Care,14597609
BCTXW,BriaCell Therapeutics Corp. Warrant,Health Care,5112289
BEP,Brookfield Renewable Partners L.P. Limited Partnership Units,Utilities,10297101252
BEP^A,Brookfield Renewable Partners L.P. 5.25% Class A Preferred Limited Partnership Units Series 17,,
BEPH,Brookfield BRP Holdings (Canada) Inc. 4.625% Perpetual Subordinated Notes,Utilities,4675035455
BEPI,Brookfield BRP Holdings (Canada) Inc. 4.875% Perpetual Subordinated Notes,Utilities,4876050493
BEPJ,Brookfield BRP Holdings (Canada) Inc. 7.250% Perpetual Subordinated Notes,Utilities,7156135353
BGI,Birks Group Inc. Common Stock,Consumer Discretionary,28748954
BHC,Bausch Health Companies Inc. Common Stock,Health Care,2839442256
BHST,BioHarvest Sciences Inc. Common Stock,,94089498
BIPC,Brookfield Infrastructure Corporation Brookfield Infrastructure Corporation,Consumer Discretionary,6121567541
BIPH,Brookfield Infrastructure Corporation 5.000% Subordinated Notes due 2081,Utilities,8534863482
BIPJ,Brookfield Infrastructure Corporation 7.250% Subordinated Notes due 2084,Utilities,11339834832
BITF,Bitfarms Ltd. Common Stock,Finance,770175564
BLDP,Ballard Power Systems Inc. Common Shares,Energy,437136233
BMO,Bank Of Montreal Common Stock,Finance,73657615000
BN,Brookfield Corporation Class A Limited Voting Shares,Real Estate,92081160591
BNH,Brookfield Finance Inc. 4.625% Subordinated Notes due October 16 2080,Real Estate,25557158540
BNJ,Brookfield Finance Inc. 4.50% Perpetual Subordinated Notes,Real Estate,24697714270
BNS,Bank Nova Scotia Halifax Pfd 3 Ordinary Shares,Finance,64611117120
BRAG,Bragg Gaming Group Inc. Common Shares,Technology,111759316
BTE,Baytex Energy Corp Common Shares,Energy,1991869000
BTG,B2Gold Corp Common shares (Canada),Basic Materials,3145914984
CAE,CAE Inc. Ordinary Shares,Miscellaneous,7748007839
CCJ,Cameco Corporation Common Stock,Basic Materials,24370112032
CGAU,Centerra Gold Inc. Common Shares,Basic Materials,1301869546
CGC,Canopy Growth Corporation Common Shares,Health Care,227459178
CIGI,Colliers International Group Inc. Subordinate Voting Shares,Finance,7106636423
CIO,City Office REIT Inc. Common Stock,Real Estate,202376437
CIO^A,City Office REIT Inc. 6.625% Series A Cumulative Redeemable Preferred Stock,,
CLS,Celestica Inc. Common Stock,Technology,14432542791
CM,Canadian Imperial Bank of Commerce Common Stock,Finance,59935044212
CMCL,Caledonia Mining Corporation Plc Common Shares,Basic Materials,183821739
CMND,Clearmind Medicine Inc. Common Shares,Health Care,6443355
CNI,Canadian National Railway Company Common Stock,Industrials,66437430000
CNQ,Canadian Natural Resources Limited Common Stock,Energy,66859054560
CP,Canadian Pacific Kansas City Limited Common Shares,Industrials,74454054522
CRDL,Cardiol Therapeutics Inc. Class A Common Shares,Health Care,119140996
CRON,Cronos Group Inc. Common Share,Health Care,726333378
CSCI,COSCIENS Biopharma Inc. Common Stock,Health Care,5181617
CSIQ,Canadian Solar Inc. Common Shares (ON),Technology,725099801
CVE,Cenovus Energy Inc Common Stock,Energy,27059291760
CYBN,Cybin Inc. Common Shares,Health Care,200518857
DCBO,Docebo Inc. Common Shares,Technology,1306278356
DEVS,DevvStream Corp. Common Stock,Finance,4279669
DGHI,Digihost Technology Inc. Common Subordinate Voting Shares,Finance,90722500
DNN,Denison Mines Corp Ordinary Shares (Canada),Basic Materials,1811510964
DOOO,BRP Inc. (Recreational Products) Common Subordinate Voting Shares,Consumer Discretionary,3862967407
DPRO,Draganfly Inc. Common Shares,Industrials,15558286
DRUG,Bright Minds Biosciences Inc. Common Stock,Health Care,224276657
DSGX,Descartes Systems Group Inc. (The) Common Stock,Technology,10190313130
EFXT,Enerflex Ltd Common Shares,Industrials,1295027827
EGO,Eldorado Gold Corporation Ordinary Shares,Basic Materials,3179942647
ELBM,Electra Battery Materials Corporation Common Stock,Miscellaneous,21908965
ELVA,Electrovaya Inc. Common Shares,,93527612
EMX,EMX Royalty Corporation Common Shares (Canada),Basic Materials,186975112
ENB,Enbridge Inc Common Stock,Energy,98140680000
ENGN,enGene Holdings Inc. Common Stock,Health Care,364993000
ENGNW,enGene Holdings Inc. Warrants,Health Care,53525510
EPIX,ESSA Pharma Inc. Common Stock,Health Care,78123848
EPRX,Eupraxia Pharmaceuticals Inc. Common Stock,Health Care,104374080
EQX,Equinox Gold Corp. Common Shares,Basic Materials,2515325072
ERO,Ero Copper Corp. Common Shares,Basic Materials,1465903090
EXK,Endeavour Silver Corporation Ordinary Shares (Canada),Basic Materials,962683069
FLGC,Flora Growth Corp. Common Stock,Health Care,11503240
FMST,Foremost Clean Energy Ltd. Common stock,Basic Materials,13417089
FMSTW,Foremost Clean Energy Ltd. Warrant,Basic Materials,2187569
FNV,Franco-Nevada Corporation,Basic Materials,25019319144
FSI,Flexible Solutions International Inc. Common Stock (CDA),Industrials,74857747
FSM,Fortuna Mining Corp. Common Shares,Basic Materials,1400588806
FSV,FirstService Corporation Common Shares,Finance,8348270795
GAU,Galiano Gold Inc.,Industrials,300595752
GFL,GFL Environmental Inc. Subordinate voting shares no par value,Utilities,16636169607
GFR,Greenfire Resources Ltd. Common Shares,Energy,471690871
GIB,CGI Inc. Common Stock,Consumer Discretionary,25526826657
GIL,Gildan Activewear Inc. Class A Sub. Vot. Common Stock,Consumer Discretionary,8319147348
GOLD,Barrick Gold Corporation Common Stock (BC),Basic Materials,28271605549
GP,GreenPower Motor Company Inc. Common Shares,Consumer Discretionary,25539346
GRCE,Grace Therapeutics Inc. Common Stock,Health Care,39546000
GROY,Gold Royalty Corp. Common Shares,Basic Materials,211339271
GTE,Gran Tierra Energy Inc. Common Stock,Energy,193112098
GV,Visionary Holdings Inc. Common Shares,Real Estate,6529473
HBM,Hudbay Minerals Inc. Ordinary Shares (Canada),Basic Materials,3383891436
HITI,High Tide Inc. Common Shares,Consumer Discretionary,241070393
HIVE,HIVE Digital Technologies Ltd. Common Shares,Finance,433180101
IAG,Iamgold Corporation Ordinary Shares,Basic Materials,3444612000
IAUX,i-80 Gold Corp. Common Shares,Basic Materials,213656172
IE,Ivanhoe Electric Inc. Common Stock,Basic Materials,767554921
IMAX,Imax Corporation Common Stock,Consumer Discretionary,1240676196
IMCC,IM Cannabis Corp. Common Shares,Health Care,6818849
IMO,Imperial Oil Limited Common Stock,Energy,36795230900
INM,InMed Pharmaceuticals Inc. Common Shares,Health Care,2817576
IPA,ImmunoPrecise Antibodies Ltd. Common Stock,Health Care,17907398
KFS,Kingsway Financial Services Inc. Common Stock (DE),Finance,220306600
KGC,Kinross Gold Corporation Common Stock,Basic Materials,13138010000
KWE,KWESST Micro Systems Inc. Common Stock,Technology,4535942
KWESW,KWESST Micro Systems Inc. Warrant,Technology,199547
LAAC,Lithium Americas (Argentina) Corp. Common Shares,Basic Materials,441962000
LAC,Lithium Americas Corp. Common Shares,Basic Materials,508095000
LEXX,Lexaria Bioscience Corp. Common Stock,Health Care,30541514
LEXXW,Lexaria Bioscience Corp. Warrant,Health Care,7461608
LGO,Largo Inc. Common Shares,Industrials,114758690
LICY,Li-Cycle Holdings Corp. Common Shares,Industrials,25541932
LITM,Snow Lake Resources Ltd. Common Shares,Basic Materials,26023726
LOOP,Loop Industries Inc. Common Stock,Industrials,57144316
LSPD,Lightspeed Commerce Inc. Subordinate Voting Shares,Technology,2246472291
LULU,lululemon athletica inc. Common Stock,Consumer Discretionary,46670525627
MAG,MAG Silver Corporation Ordinary Shares,Basic Materials,1563140867
MDCX,Medicus Pharma Ltd. Common Stock  ,,0
MDCXW,Medicus Pharma Ltd. Warrant,,14180136
MEOH,Methanex Corporation Common Stock,Industrials,3421936844
MERC,Mercer International Inc. Common Stock,Basic Materials,447365478
MFC,Manulife Financial Corporation Common Stock,Finance,53537431194
MGA,Magna International Inc. Common Stock,Consumer Discretionary,11827321511
MIST,Milestone Pharmaceuticals Inc. Common Shares,Health Care,109322211
MOGO,Mogo Inc. Common Shares,Finance,32792480
MUX,McEwen Mining Inc. Common Stock,Basic Materials,442980752
NAK,Northern Dynasty Minerals Ltd. Common Stock,Basic Materials,387129307
NEWP,New Pacific Metals Corp. Common Shares,Basic Materials,208942834
NG,Novagold Resources Inc.,Basic Materials,1003292139
NGD,New Gold Inc.,Basic Materials,2300646000
NGNE,Neurogene Inc. Common Stock ,Health Care,223712159
NOA,North American Construction Group Ltd. Common Shares (no par),Energy,565450370
NTR,Nutrien Ltd. Common Shares,Industrials,26108335122
NXE,Nexgen Energy Ltd. Common Shares,Basic Materials,4088396122
OAKU,Oak Woods Acquisition Corporation Class A Ordinary Shares,Finance,0
OAKUR,Oak Woods Acquisition Corporation Right,Finance,0
OAKUW,Oak Woods Acquisition Corporation Warrant,Finance,0
OBE,Obsidian Energy Ltd. Common Shares,Energy,407388998
ODV,Osisko Development Corp. Common Shares,Basic Materials,214430966
ODVWZ,Osisko Development Corp. Warrant expiring 5/27/2027,Basic Materials,17823720
OGI,Organigram Holdings Inc. Common Shares,Health Care,199327543
ONCY,Oncolytics Biotech Inc. Common Shares,Health Care,60618802
OR,Osisko Gold Royalties Ltd Common Shares,Basic Materials,3493659529
OTEX,Open Text Corporation Common Shares,Technology,7667987881
OVV,Ovintiv Inc. (DE),Energy,11689356000
PAAS,Pan American Silver Corp. Common Stock,Basic Materials,8170744800
PBA,Pembina Pipeline Corp. Ordinary Shares (Canada),Energy,21531741540
PBM,Psyence Biomedical Ltd. Common Shares,Health Care,5520981
PBMWW,Psyence Biomedical Ltd. Warrant,Health Care,65220
PDS,Precision Drilling Corporation Common Stock,Energy,901236472
PLG,Platinum Group Metals Ltd. Ordinary Shares (Canada),Basic Materials,133224192
PMN,ProMIS Neurosciences Inc. Common Shares (ON),Health Care,26711617
POET,POET Technologies Inc. Common Shares,Technology,401608762
PPTA,Perpetua Resources Corp. Common Shares,Basic Materials,814767754
PROF,Profound Medical Corp. Common Stock,Health Care,172596937
PRTG,Portage Biotech Inc. Common Stock,Energy,4404179
QNTM,Quantum Biopharma Ltd. Class B Subordinate Voting Shares,Health Care,4239565
QSR,Restaurant Brands International Inc. Common Shares,Consumer Discretionary,20095761600
RBA,RB Global Inc. Common Stock,Consumer Discretionary,16654719512
RCI,Rogers Communication Inc. Common Stock,Telecommunications,15216293853
REAX,The Real Brokerage Inc. Common Shares,Finance,932058000
RPTX,Repare Therapeutics Inc. Common Shares,Health Care,51863064
RY,Royal Bank Of Canada Common Stock,Finance,1.73E+11
SA,Seabridge Gold Inc. Ordinary Shares (Canada),Basic Materials,1097105802
SAND          ,Sandstorm Gold Ltd. Ordinary Shares (Canada),Basic Materials,1712953613
SANG,Sangoma Technologies Corporation Common Shares,Technology,253333122
SBFM,Sunshine Biopharma Inc. Common Stock,Health Care,7772939
SBFMW,Sunshine Biopharma Inc. Warrant,Health Care,603960
SGML,Sigma Lithium Corporation Common Shares,Basic Materials,1244078223
SHOP,Shopify Inc. Class A Subordinate Voting Shares,Technology,1.39E+11
SILV,SilverCrest Metals Inc. Common Shares,Basic Materials,1495937270
SLF,Sun Life Financial Inc. Common Stock,Finance,33852429606
SLI,Standard Lithium Ltd. Common Shares,Industrials,299022715
SNDL,SNDL Inc. Common Shares,Health Care,463925000
SOBO,South Bow Corporation Common Shares,Energy,5052263755
SRL,Scully Royalty Ltd.,Finance,118578008
SSRM,SSR Mining Inc. Common Stock,Industrials,1620810586
STGW,Stagwell Inc. Class A Common Stock,Consumer Discretionary,1713418739
STKL,SunOpta Inc. Common Stock,Industrials,862285377
STN,Stantec Inc Common Stock,Consumer Discretionary,9274787363
SU,Suncor Energy  Inc. Common Stock,Energy,48964586093
SUUN,SolarBank Corporation Common Stock,Utilities,75953903
SVM,Silvercorp Metals Inc. Common Shares,Basic Materials,675455661
SYTA,Siyata Mobile Inc. Common Shares,Telecommunications,5616515
SYTAW,Siyata Mobile Inc. Warrant,Telecommunications,49012
TAC,TransAlta Corporation Ordinary Shares,Utilities,4020795000
TAP,Molson Coors Beverage Company Class B Common Stock,Consumer Staples,10818433332
TCX,Tucows Inc. Class A Common Stock,Technology,187079611
TD,Toronto Dominion Bank (The) Common Stock,Finance,1.00E+11
TECK,Teck Resources Ltd Ordinary Shares,Industrials,22148197464
TFII,TFI International Inc. Common Shares,Industrials,11471521850
TFPM,Triple Flag Precious Metals Corp. Common Shares,Industrials,3213633227
TGB,Taseko Mines Ltd. Common Stock,Basic Materials,583769282
THM,International Tower Hill Mines Ltd. Ordinary Shares (Canada),Basic Materials,97550246
THTX,Theratechnologies Inc. Common Shares,Health Care,78855733
TMC,TMC the metals company Inc. Common Stock,Basic Materials,509092364
TMCWW,TMC the metals company Inc. Warrants,Basic Materials,48639398
TMQ,Trilogy Metals Inc. Common Stock,Basic Materials,225263940
TRP,TC Energy Corporation Common Stock,Utilities,49309350000
TRX,TRX Gold Corporation Common Stock,Basic Materials,88512254
TSAT,Telesat Corporation Class A Common Shares and Class B Variable Voting Shares ,Industrials,248898380
TU,Telus Corporation Ordinary Shares,Telecommunications,21225000000
UEC,Uranium Energy Corp. Common Stock,Basic Materials,3388935801
URG,Ur Energy Inc Common Shares (Canada),Basic Materials,458767308
UROY,Uranium Royalty Corp. Common Stock,Finance,356690958
USAS,Americas Gold and Silver Corporation Common Shares no par value,Basic Materials,133040563
UUUU,Energy Fuels Inc Ordinary Shares (Canada),Industrials,940315697
VBNK,VersaBank Common Shares,Finance,345054197
VET,Vermilion Energy Inc. Common (Canada),Energy,1535248000
VFF,Village Farms International Inc. Common Shares,,83684237
VMAR,Vision Marine Technologies Inc. Common Shares,Industrials,4418568
VOXR,Vox Royalty Corp. Common Stock,Basic Materials,121409614
VRN,Veren Inc. Common shares,Energy,3250778789
VS,Versus Systems Inc. Common Shares,Technology,6866481
VSSYW,Versus Systems Inc. Class A Warrants,Technology,175421
VZLA,Vizsla Silver Corp. Common Shares,Basic Materials,578257700
WCN,Waste Connections Inc. Common Shares,Utilities,45855830086
WKSP,Worksport Ltd. Common Stock,Consumer Discretionary,29973224
